,1,2,3,4,5,6,7,8,9,10
33,0.014511825,0.291187739,0.228235294,0.275,0.296,0.294416244,0.255952381,0.289308176,0.283004552,0.20215311
34,0.013524875,0.279693487,0.157647059,0.1925,0.293333333,0.243654822,0.204365079,0.226415094,0.268588771,0.189294258
35,0.013890412,0.367816092,0.207058824,0.1925,0.282666667,0.360406091,0.275793651,0.20754717,0.308801214,0.206489234
36,0.017984428,0.363984674,0.244705882,0.275,0.312,0.340101523,0.319444444,0.327044025,0.314871017,0.231160287
37,0.019190701,0.425287356,0.272941176,0.235,0.365333333,0.324873096,0.33531746,0.295597484,0.318664643,0.24805622
38,0.015133238,0.379310345,0.247058824,0.23,0.336,0.365482234,0.200396825,0.301886792,0.327010622,0.217404306
39,0.015498775,0.398467433,0.270588235,0.2275,0.272,0.335025381,0.232142857,0.333333333,0.321699545,0.230562201
40,0.016339511,0.440613027,0.209411765,0.255,0.293333333,0.385786802,0.228174603,0.20754717,0.358877086,0.240879187
41,0.017472676,0.455938697,0.202352941,0.28,0.306666667,0.406091371,0.323412698,0.194968553,0.357359636,0.309360048
42,0.026428336,0.421455939,0.437647059,0.4,0.298666667,0.426395939,0.48015873,0.377358491,0.365705615,0.351375598
43,0.026866981,0.37164751,0.392941176,0.36,0.365333333,0.411167513,0.438492063,0.408805031,0.363429439,0.32520933
44,0.022699857,0.429118774,0.395294118,0.395,0.341333333,0.324873096,0.406746032,0.314465409,0.330045524,0.288277512
45,0.026428336,0.398467433,0.341176471,0.365,0.346666667,0.314720812,0.426587302,0.320754717,0.391502276,0.319527512
46,0.021237709,0.360153257,0.371764706,0.4,0.341333333,0.370558376,0.384920635,0.308176101,0.401365706,0.340161483
47,0.026135907,0.314176245,0.336470588,0.38,0.381333333,0.360406091,0.436507937,0.270440252,0.368740516,0.304126794
48,0.025916584,0.379310345,0.367058824,0.32,0.362666667,0.390862944,0.416666667,0.201257862,0.380121396,0.331489234
49,0.032679022,0.398467433,0.341176471,0.39,0.354666667,0.355329949,0.384920635,0.301886792,0.402124431,0.354366029
50,0.026976642,0.340996169,0.428235294,0.4375,0.378666667,0.406091371,0.378968254,0.34591195,0.361153263,0.285735646
51,0.02704975,0.318007663,0.395294118,0.38,0.4,0.482233503,0.458333333,0.308176101,0.364188164,0.311303828
52,0.028840882,0.352490421,0.312941176,0.3225,0.245333333,0.355329949,0.317460317,0.257861635,0.349772382,0.327900718
53,0.024162006,0.38697318,0.369411765,0.3625,0.378666667,0.431472081,0.428571429,0.389937107,0.336115326,0.298295455
54,0.014913916,0.291187739,0.195294118,0.1825,0.344,0.340101523,0.244047619,0.188679245,0.304248862,0.247009569
55,0.0172168,0.291187739,0.221176471,0.2175,0.293333333,0.365482234,0.313492063,0.27672956,0.286039454,0.244019139
56,0.021603246,0.37164751,0.284705882,0.3025,0.365333333,0.406091371,0.339285714,0.295597484,0.339150228,0.306220096
57,0.027524948,0.356321839,0.477647059,0.4175,0.298666667,0.401015228,0.446428571,0.34591195,0.367981791,0.311154306
58,0.027707716,0.394636015,0.385882353,0.3525,0.392,0.355329949,0.386904762,0.289308176,0.35508346,0.332087321
59,0.01878861,0.30651341,0.317647059,0.3175,0.298666667,0.304568528,0.378968254,0.163522013,0.314112291,0.273624402
60,0.024856527,0.344827586,0.348235294,0.33,0.4,0.441624365,0.382936508,0.220125786,0.336115326,0.294557416
61,0.022261213,0.406130268,0.376470588,0.335,0.325333333,0.401015228,0.398809524,0.232704403,0.325493171,0.250747608
62,0.02291918,0.394636015,0.369411765,0.3175,0.341333333,0.441624365,0.367063492,0.232704403,0.347496206,0.304425837
63,0.229338012,0.379310345,0.315294118,0.305,0.330666667,0.45177665,0.432539683,0.308176101,0.264036419,0.188995215
64,0.201520635,0.440613027,0.36,0.3675,0.352,0.446700508,0.513888889,0.283018868,0.285280728,0.172547847
65,0.190920057,0.383141762,0.265882353,0.2625,0.314666667,0.507614213,0.373015873,0.220125786,0.257966616,0.162978469
66,0.152136565,0.379310345,0.298823529,0.4,0.298666667,0.472081218,0.517857143,0.257861635,0.2784522,0.175687799
67,0.100705487,0.325670498,0.383529412,0.35,0.341333333,0.436548223,0.442460317,0.283018868,0.280728376,0.183014354
68,0.115290419,0.363984674,0.256470588,0.28,0.384,0.390862944,0.402777778,0.245283019,0.277693475,0.161931818
69,0.107796908,0.363984674,0.298823529,0.3575,0.336,0.492385787,0.466269841,0.238993711,0.275417299,0.184808612
70,0.17845524,0.383141762,0.254117647,0.2975,0.341333333,0.456852792,0.422619048,0.308176101,0.285280728,0.17090311
71,0.170303761,0.348659004,0.362352941,0.3275,0.346666667,0.441624365,0.456349206,0.257861635,0.287556904,0.186602871
72,0.198596337,0.337164751,0.291764706,0.3325,0.312,0.54822335,0.44047619,0.320754717,0.271623672,0.183014354
73,0.121870088,0.38697318,0.298823529,0.325,0.304,0.517766497,0.386904762,0.377358491,0.287556904,0.164772727
74,0.216251782,0.337164751,0.256470588,0.3225,0.410666667,0.360406091,0.41468254,0.320754717,0.34370258,0.181967703
75,0.215155171,0.394636015,0.303529412,0.3475,0.354666667,0.507614213,0.426587302,0.220125786,0.290591806,0.194527512
76,0.250648828,0.352490421,0.242352941,0.28,0.394666667,0.512690355,0.384920635,0.245283019,0.295144158,0.190938995
77,0.282450561,0.348659004,0.294117647,0.315,0.402666667,0.421319797,0.386904762,0.283018868,0.301972686,0.194228469
78,0.204883576,0.402298851,0.350588235,0.3425,0.354666667,0.527918782,0.44047619,0.320754717,0.298937785,0.181519139
79,0.175530943,0.37164751,0.352941176,0.31,0.306666667,0.421319797,0.452380952,0.245283019,0.283004552,0.170155502
80,0.153671821,0.394636015,0.289411765,0.33,0.32,0.563451777,0.496031746,0.339622642,0.287556904,0.160735646
81,0.248053515,0.429118774,0.329411765,0.355,0.338666667,0.543147208,0.436507937,0.358490566,0.323975721,0.184659091
82,0.300069452,0.402298851,0.265882353,0.29,0.386666667,0.492385787,0.422619048,0.333333333,0.297420334,0.184659091
83,0.219322294,0.340996169,0.317647059,0.3125,0.261333333,0.517766497,0.428571429,0.295597484,0.286039454,0.186602871
84,0.019848668,0.329501916,0.308235294,0.3175,0.202666667,0.253807107,0.398809524,0.257861635,0.314871017,0.273175837
85,0.019336916,0.417624521,0.369411765,0.3375,0.288,0.335025381,0.376984127,0.358490566,0.263277693,0.255532297
86,0.02036042,0.310344828,0.301176471,0.315,0.250666667,0.299492386,0.30952381,0.308176101,0.290591806,0.26270933
87,0.021712907,0.367816092,0.383529412,0.3725,0.258666667,0.38071066,0.373015873,0.301886792,0.34370258,0.245364833
88,0.019665899,0.318007663,0.303529412,0.325,0.282666667,0.294416244,0.367063492,0.27672956,0.286798179,0.25777512
89,0.020031436,0.383141762,0.341176471,0.385,0.242666667,0.355329949,0.376984127,0.34591195,0.298937785,0.252691388
90,0.0216398,0.413793103,0.357647059,0.37,0.224,0.340101523,0.438492063,0.408805031,0.291350531,0.289772727
91,0.021310816,0.38697318,0.32,0.35,0.266666667,0.30964467,0.375,0.358490566,0.283763278,0.276913876
92,0.020506634,0.279693487,0.324705882,0.3475,0.28,0.345177665,0.349206349,0.339622642,0.274658574,0.247308612
93,0.023869576,0.337164751,0.331764706,0.305,0.229333333,0.350253807,0.418650794,0.270440252,0.301972686,0.260316986
94,0.0127938,0.260536398,0.225882353,0.2175,0.248,0.253807107,0.220238095,0.213836478,0.314112291,0.206638756
95,0.015791205,0.318007663,0.244705882,0.2475,0.208,0.269035533,0.281746032,0.314465409,0.252655539,0.169856459
96,0.021968783,0.32183908,0.322352941,0.31,0.192,0.314720812,0.361111111,0.220125786,0.248861912,0.207087321
97,0.020616296,0.275862069,0.249411765,0.2775,0.176,0.258883249,0.293650794,0.20754717,0.234446131,0.203498804
98,0.018569288,0.318007663,0.282352941,0.2975,0.162666667,0.329949239,0.365079365,0.232704403,0.268588771,0.215610048
99,0.01908104,0.333333333,0.251764706,0.28,0.208,0.248730964,0.327380952,0.251572327,0.25569044,0.248504785
100,0.024929634,0.32183908,0.261176471,0.3075,0.2,0.299492386,0.351190476,0.264150943,0.261001517,0.234001196
101,0.019044486,0.329501916,0.282352941,0.295,0.208,0.355329949,0.325396825,0.377358491,0.229135053,0.208283493
102,0.017289908,0.318007663,0.296470588,0.29,0.192,0.299492386,0.327380952,0.295597484,0.214719272,0.226076555
103,0.017180246,0.318007663,0.298823529,0.315,0.184,0.304568528,0.359126984,0.289308176,0.260242792,0.197966507
104,0.016778155,0.22605364,0.301176471,0.315,0.237333333,0.289340102,0.345238095,0.257861635,0.268588771,0.233702153
105,0.031545857,0.295019157,0.404705882,0.495,0.402666667,0.436548223,0.476190476,0.270440252,0.269347496,0.238636364
106,0.031363088,0.32183908,0.402352941,0.38,0.365333333,0.345177665,0.472222222,0.314465409,0.273141123,0.194976077
107,0.024746866,0.333333333,0.425882353,0.44,0.450666667,0.431472081,0.444444444,0.358490566,0.261760243,0.188397129
108,0.037175129,0.30651341,0.402352941,0.4075,0.450666667,0.401015228,0.503968254,0.396226415,0.28831563,0.211273923
